graph_idx,class,label,subject,num_nodes,num_edges,node_feat_mean,node_feat_std,node_feat_min,node_feat_max
18303,DMT,0,S15-DMT,24,552,13.71917,61.11085,-1.2663958,621.2321
18304,EO,2,S02-EO,24,552,14.187224,48.928795,-1.2260008,385.67804
18305,EC,1,S04-EC,24,552,40.245426,506.43872,-1.3441973,7037.7407
18306,EC,1,S31-EC,24,552,24.34581,121.29677,-1.273884,1355.1805
18307,DMT,0,S15-DMT,24,552,73.74943,602.8742,-1.2361432,7680.503
18308,EO,2,S26-EO,24,552,41.21101,540.8031,-1.5518343,7515.085
18309,DMT,0,S28-DMT,24,552,23.96553,121.13202,-1.2991804,1473.9877
18310,EO,2,S01-EO,24,552,39.30746,285.58594,-1.2739898,3798.1653
18311,EC,1,S07-EC,24,552,89.98181,1118.9486,-1.2886423,15548.993
18312,EC,1,S26-EC,24,552,17.608719,78.21817,-1.2482016,709.3784
18313,EC,1,S21-EC,24,552,15.57722,63.56041,-1.2439442,619.129
18314,EC,1,S27-EC,24,552,4.875318,33.26067,-1.5795486,458.7077
18315,DMT,0,S01-DMT,24,552,283.78824,3649.707,-1.276154,50702.797
18316,EO,2,S01-EO,24,552,7.2188835,65.29858,-1.5552534,906.5911
18317,EC,1,S26-EC,24,552,8.051504,41.74596,-1.306795,557.4877
18318,EO,2,S33-EO,24,552,185.25786,2178.8013,-1.2341002,30246.4
18319,EC,1,S34-EC,24,552,10.237663,43.51151,-1.2914155,428.6006
18320,DMT,0,S29-DMT,24,552,21.247017,97.347565,-1.3150494,867.3908
18321,DMT,0,S22-DMT,24,552,8.290112,84.56081,-1.6965244,1175.6594
18322,EC,1,S26-EC,24,552,27.518534,170.1279,-1.2714077,2135.3926
18323,EO,2,S01-EO,24,552,9.9945,37.62963,-1.2879224,381.27014
18324,EC,1,S28-EC,24,552,2.681998,5.453999,-1.5243716,35.60489
18325,EO,2,S28-EO,24,552,19.411451,157.94748,-1.2967128,2102.105
18326,EC,1,S26-EC,24,552,60.512745,460.41156,-1.2974709,5979.2183
18327,EO,2,S29-EO,24,552,15.052188,87.34355,-1.2436417,1154.5151
18328,DMT,0,S22-DMT,24,552,23.535807,99.47446,-1.26863,998.35754
18329,EC,1,S01-EC,24,552,19.85042,69.619774,-1.218958,666.3608
18330,EC,1,S14-EC,24,552,92.54464,826.0315,-1.2829673,11225.338
18331,DMT,0,S04-DMT,24,552,6.369309,28.080212,-1.273231,352.58594
18332,DMT,0,S33-DMT,24,552,9.86654,48.26833,-1.3218771,508.05176
18333,DMT,0,S29-DMT,24,552,2.2490332,5.858647,-1.4906465,68.13007
18334,EC,1,S16-EC,24,552,3.6743279,16.689396,-1.3498329,197.23323
18335,DMT,0,S33-DMT,24,552,17.448603,55.571507,-1.225366,417.93457
18336,DMT,0,S29-DMT,24,552,27.359652,352.14157,-1.4967506,4893.8555
18337,EC,1,S10-EC,24,552,59.65082,337.0879,-1.2462724,3859.9983
18338,EO,2,S14-EO,24,552,21.976473,225.01343,-1.3478345,3122.8013
18339,DMT,0,S07-DMT,24,552,33.1518,179.11479,-1.2224509,1962.0764
18340,EC,1,S08-EC,24,552,92.391815,1225.9314,-1.4865441,17034.4
18341,DMT,0,S21-DMT,24,552,9.198722,33.75266,-1.2788385,390.1062
18342,DMT,0,S12-DMT,24,552,13.287204,99.76474,-1.2767494,1372.5055
18343,DMT,0,S34-DMT,24,552,44.39482,282.84085,-1.2521647,3328.6711
18344,DMT,0,S16-DMT,24,552,60.24471,492.99503,-1.2292322,6715.41
18345,DMT,0,S34-DMT,24,552,21.846695,100.79783,-1.2636106,979.7514
18346,DMT,0,S15-DMT,24,552,2.3474426,6.0472436,-1.4376775,71.27219
18347,EO,2,S26-EO,24,552,2.6855965,5.988656,-1.4303857,42.143776
18348,DMT,0,S02-DMT,24,552,28.484652,124.95532,-1.2333742,1389.5261
18349,EC,1,S16-EC,24,552,20.459587,98.8616,-1.2387499,1203.9845
18350,DMT,0,S15-DMT,24,552,126.39297,1579.0591,-1.2682877,21940.701
18351,EC,1,S18-EC,24,552,2.3077548,6.505572,-1.618287,76.93843
18352,DMT,0,S04-DMT,24,552,28.846903,167.54922,-1.4009498,1563.7439
18353,EO,2,S31-EO,24,552,3.9492009,13.643513,-1.5141187,134.54034
18354,DMT,0,S20-DMT,24,552,3.9406521,20.363077,-1.6796151,274.8209
18355,EO,2,S16-EO,24,552,9.039809,37.719025,-1.2635812,367.16708
18356,DMT,0,S22-DMT,24,552,9.255209,50.51394,-1.250844,669.6434
18357,EO,2,S33-EO,24,552,2.891917,7.5145154,-1.5245421,66.26189
18358,EC,1,S21-EC,24,552,33.949497,230.22823,-1.2435335,3114.3652
18359,DMT,0,S05-DMT,24,552,16.329374,73.56744,-1.2448237,836.29736
18360,EO,2,S30-EO,24,552,6.7084312,26.188541,-1.3742967,272.58487
18361,EC,1,S02-EC,24,552,54.076336,257.2878,-1.2332182,2432.5945
18362,DMT,0,S28-DMT,24,552,17.501493,66.073074,-1.253172,556.6066
18363,EO,2,S28-EO,24,552,2.5238707,5.7229934,-1.5123457,53.722916
18364,EC,1,S31-EC,24,552,14.351791,45.99694,-1.2466307,347.77213
18365,DMT,0,S02-DMT,24,552,13.312499,68.22169,-1.2743385,883.1884
18366,DMT,0,S12-DMT,24,552,15.452866,44.65396,-1.2247571,290.23434
18367,EO,2,S13-EO,24,552,2.780078,8.999672,-1.5684457,112.2316
18368,DMT,0,S13-DMT,24,552,9.409429,27.487547,-1.2709402,201.71272
18369,DMT,0,S15-DMT,24,552,14.279628,151.40074,-1.5269415,2100.8508
18370,DMT,0,S16-DMT,24,552,22.52645,101.87998,-1.2428204,982.89886
18371,EO,2,S16-EO,24,552,7.928696,24.775482,-1.2490513,200.9382
18372,DMT,0,S34-DMT,24,552,19.459017,179.50467,-1.2432847,2487.6326
18373,DMT,0,S22-DMT,24,552,28.46346,263.76212,-1.5266173,3548.3032
18374,DMT,0,S15-DMT,24,552,8.858315,34.730648,-1.3607229,287.53513
18375,DMT,0,S02-DMT,24,552,2.6104,6.8474207,-1.4579638,74.64798
18376,DMT,0,S02-DMT,24,552,23.008013,82.60479,-1.2559159,792.493
18377,DMT,0,S34-DMT,24,552,86.88904,1009.34,-1.2452947,13983.172
18378,EO,2,S01-EO,24,552,3.4795475,11.761862,-1.6057131,114.00269
18379,DMT,0,S15-DMT,24,552,27.671896,126.79597,-1.2296268,1475.9691
18380,DMT,0,S01-DMT,24,552,21.146576,104.99519,-1.23856,1303.8833
18381,EC,1,S12-EC,24,552,16.545593,84.207184,-1.2301242,836.7697
18382,EC,1,S02-EC,24,552,8.943881,26.650778,-1.2758032,182.4328
18383,EC,1,S28-EC,24,552,15.167328,58.94889,-1.2271285,647.0616
18384,EO,2,S26-EO,24,552,15.037433,79.7292,-1.3110659,896.7128
18385,DMT,0,S01-DMT,24,552,38.14113,179.3116,-1.2538346,1676.5471
18386,DMT,0,S28-DMT,24,552,3.2387362,9.088105,-1.6734686,101.05347
18387,DMT,0,S04-DMT,24,552,10.346698,32.161568,-1.274218,240.04597
18388,DMT,0,S08-DMT,24,552,19.443298,86.24314,-1.2514496,1006.98175
18389,DMT,0,S16-DMT,24,552,31.634216,201.75937,-1.2341672,2444.0747
18390,EC,1,S22-EC,24,552,2.525447,7.25846,-1.6625079,86.93375
18391,EC,1,S18-EC,24,552,97.176674,761.739,-1.2290139,10218.872
18392,EO,2,S30-EO,24,552,22.824076,145.60721,-1.2265766,1963.2625
18393,EC,1,S07-EC,24,552,13.561704,41.30982,-1.2357992,347.85324
18394,EO,2,S20-EO,24,552,28.496046,350.03192,-1.4647892,4862.8677
18395,EO,2,S35-EO,24,552,1.9315726,2.9595652,-1.4456855,17.700994
18396,DMT,0,S29-DMT,24,552,22.170591,85.2302,-1.2528949,649.20624
18397,DMT,0,S28-DMT,24,552,2.6018782,6.1036024,-1.5008906,54.236607
18398,DMT,0,S02-DMT,24,552,43.48186,528.51996,-1.3182886,7338.397
18399,DMT,0,S20-DMT,24,552,19.366875,96.107056,-1.2463639,1165.2933
18400,EO,2,S13-EO,24,552,2.0610602,3.8173923,-1.5336132,29.409452
18401,EC,1,S01-EC,24,552,28.712446,283.34372,-1.2873484,3927.3848
18402,DMT,0,S27-DMT,24,552,3.5737298,9.697673,-1.5128255,98.111206
18403,DMT,0,S15-DMT,24,552,3.416581,22.622076,-1.4403349,314.06277
18404,EO,2,S31-EO,24,552,30.64145,381.7706,-1.4911656,5305.5967
18405,EO,2,S02-EO,24,552,5.308907,23.000633,-1.3829441,222.51434
18406,DMT,0,S05-DMT,24,552,7.557478,55.716545,-1.4364427,744.61865
18407,DMT,0,S29-DMT,24,552,27.901693,120.89352,-1.2424468,1111.3387
18408,EC,1,S08-EC,24,552,7.716041,33.367977,-1.4193373,387.71313
18409,EC,1,S22-EC,24,552,14.11485,64.160614,-1.2508445,792.8869
18410,EC,1,S08-EC,24,552,27.866701,249.19597,-1.255651,3421.4263
18411,EC,1,S21-EC,24,552,9.91302,31.488157,-1.2565002,270.71472
18412,DMT,0,S33-DMT,24,552,2.461321,4.967603,-1.5043098,42.809513
18413,DMT,0,S04-DMT,24,552,19.791958,96.3954,-1.272696,1091.22
18414,EO,2,S31-EO,24,552,183.84773,2358.4646,-1.243891,32770.695
18415,DMT,0,S01-DMT,24,552,18.665855,76.79162,-1.2411009,619.3484
18416,DMT,0,S04-DMT,24,552,7.518942,30.966755,-1.3451462,302.19565
18417,DMT,0,S28-DMT,24,552,19.054592,71.04774,-1.2776767,727.26404
18418,EC,1,S27-EC,24,552,46.18274,414.49173,-1.2843401,5663.9346
18419,EO,2,S25-EO,24,552,39.2492,315.59198,-1.2282634,4310.4385
18420,DMT,0,S18-DMT,24,552,14.401507,58.624195,-1.2572788,564.1795
18421,EO,2,S35-EO,24,552,14.711858,78.60652,-1.2498689,968.0319
18422,DMT,0,S28-DMT,24,552,6.01909,29.252167,-1.53791,334.57986
18423,DMT,0,S16-DMT,24,552,18.456606,67.83485,-1.2206923,633.4238
18424,EO,2,S23-EO,24,552,17.554514,70.88587,-1.2364038,792.4789
18425,DMT,0,S02-DMT,24,552,10.952339,35.823483,-1.2749946,351.30804
18426,EC,1,S02-EC,24,552,6.5062747,20.334553,-1.2955666,168.98878
18427,EO,2,S14-EO,24,552,20.775023,90.13735,-1.2944634,983.364
18428,DMT,0,S12-DMT,24,552,12.120074,62.07092,-1.2618417,783.84
18429,EC,1,S34-EC,24,552,2.8313382,9.1726885,-1.4294989,97.56323
18430,EO,2,S29-EO,24,552,28.10724,166.58633,-1.2839123,1848.5276
18431,EO,2,S16-EO,24,552,22.658339,111.325386,-1.2203255,1285.8715
18432,EC,1,S10-EC,24,552,496.01978,6741.0894,-1.2358843,93659.14
18433,DMT,0,S20-DMT,24,552,16.47798,89.37475,-1.2900703,1153.8273
18434,DMT,0,S02-DMT,24,552,5.5339203,34.649525,-1.4110624,472.29642
18435,EC,1,S08-EC,24,552,14.371104,59.699158,-1.2652977,626.9058
18436,DMT,0,S07-DMT,24,552,6.263231,17.440557,-1.2696896,155.39946
18437,DMT,0,S22-DMT,24,552,14.445145,54.13199,-1.2517258,447.95593
18438,DMT,0,S01-DMT,24,552,61.09502,545.0644,-1.2808332,6974.8325
18439,DMT,0,S33-DMT,24,552,3.8233998,15.06932,-1.5911577,183.2599
18440,EC,1,S01-EC,24,552,7.745276,28.784834,-1.3132454,327.78873
18441,DMT,0,S16-DMT,24,552,42.245274,186.93571,-1.2378808,1458.159
18442,EC,1,S02-EC,24,552,4.225735,26.439238,-1.216535,350.4586
18443,DMT,0,S02-DMT,24,552,50.45859,331.07098,-1.2598014,2936.6025
18444,DMT,0,S01-DMT,24,552,2.3580532,4.1986675,-1.5851709,26.729362
18445,EO,2,S28-EO,24,552,37.070232,329.82632,-1.2541294,4533.4307
18446,EO,2,S34-EO,24,552,16.054646,136.30634,-1.2867472,1859.639
18447,EC,1,S14-EC,24,552,3.5109851,8.287631,-1.4833875,65.14495
18448,EC,1,S12-EC,24,552,19.429564,100.12023,-1.2562593,1214.2
18449,DMT,0,S15-DMT,24,552,5.238479,23.351597,-1.6000404,285.28705
18450,DMT,0,S18-DMT,24,552,3.4376342,9.06544,-1.4511517,76.516045
18451,EO,2,S16-EO,24,552,2.838136,9.349846,-1.3765004,118.866585
18452,EC,1,S07-EC,24,552,23.000977,170.56186,-1.2638775,2325.7893
18453,EC,1,S28-EC,24,552,7.872425,21.798302,-1.2622712,131.14006
18454,EC,1,S18-EC,24,552,142.24171,1590.6064,-1.2322742,22036.068
18455,EO,2,S01-EO,24,552,2.2652671,4.295159,-1.5421274,32.47606
18456,EO,2,S26-EO,24,552,3.7705867,12.995145,-1.5700979,154.98012
18457,EC,1,S01-EC,24,552,2.1025786,3.793273,-1.4578509,30.495338
18458,DMT,0,S27-DMT,24,552,19.190897,110.98309,-1.3282441,1175.3013
18459,EO,2,S34-EO,24,552,14.621209,68.856766,-1.2554696,657.84247
18460,DMT,0,S21-DMT,24,552,5.3623815,12.737409,-1.2687588,95.19353
18461,EO,2,S31-EO,24,552,13.24174,56.666107,-1.2591219,688.9722
18462,DMT,0,S20-DMT,24,552,4.0849357,17.502953,-1.4364206,219.6465
18463,DMT,0,S15-DMT,24,552,17.692463,84.77392,-1.2754272,802.94977
18464,DMT,0,S02-DMT,24,552,9.739524,64.49764,-1.3328823,877.6801
18465,EC,1,S16-EC,24,552,113.71346,941.32806,-1.2295222,11246.96
18466,EC,1,S07-EC,24,552,4.0618987,16.298706,-1.531199,192.27306
18467,EO,2,S14-EO,24,552,46.426983,225.53087,-1.2424346,1800.073
18468,DMT,0,S21-DMT,24,552,48.044373,520.5401,-1.3397948,7225.5376
18469,EO,2,S34-EO,24,552,11.412842,78.617714,-1.2395761,1079.2985
18470,EO,2,S14-EO,24,552,9.357583,30.196081,-1.2774445,251.85167
18471,EC,1,S08-EC,24,552,24.078455,196.39014,-1.3511144,2666.179
18472,DMT,0,S34-DMT,24,552,16.069283,102.53052,-1.3125556,1343.5929
18473,DMT,0,S28-DMT,24,552,19.158472,66.41678,-1.2430587,645.8568
18474,DMT,0,S22-DMT,24,552,56.409275,469.4359,-1.2489424,6438.158
18475,EO,2,S30-EO,24,552,7.498771,30.713715,-1.2921568,321.93045
18476,DMT,0,S01-DMT,24,552,3.6191661,15.826631,-1.6314899,197.48808
18477,EC,1,S04-EC,24,552,84.26235,850.4314,-1.2301043,11742.998
18478,EC,1,S02-EC,24,552,4.678347,12.539953,-1.2907294,102.204926
18479,DMT,0,S01-DMT,24,552,861.7126,11537.768,-1.26245,160298.48
18480,EC,1,S22-EC,24,552,61.77727,387.41818,-1.2309346,3768.9885
18481,EC,1,S18-EC,24,552,55.477848,657.33905,-1.2960267,9133.894
18482,EC,1,S22-EC,24,552,6.872154,28.232845,-1.2889485,334.86444
18483,DMT,0,S18-DMT,24,552,33.282635,200.91444,-1.2479433,2627.0327
18484,EO,2,S30-EO,24,552,420.74817,5523.223,-1.2261286,76737.36
18485,EO,2,S12-EO,24,552,21.53514,78.135544,-1.2403917,647.8688
18486,EO,2,S02-EO,24,552,46.47134,347.00122,-1.2329254,4563.81
18487,EO,2,S07-EO,24,552,15.56841,64.75693,-1.2589116,683.32135
18488,EC,1,S02-EC,24,552,16.68073,76.95287,-1.302688,645.6798
18489,EO,2,S34-EO,24,552,2.2891827,5.5167027,-1.4680578,64.72094
18490,DMT,0,S16-DMT,24,552,11.699529,115.28969,-1.363577,1599.616
18491,DMT,0,S15-DMT,24,552,11.903609,39.532986,-1.300835,280.6034
18492,DMT,0,S34-DMT,24,552,3.571542,15.320928,-1.4496102,203.58774
18493,EC,1,S16-EC,24,552,15.500661,105.53794,-1.2831786,1435.1012
18494,DMT,0,S21-DMT,24,552,127.50991,1515.3177,-1.2498901,21041.152
18495,DMT,0,S04-DMT,24,552,5.366225,29.508629,-1.5457056,394.33655
18496,DMT,0,S20-DMT,24,552,13.466489,59.6722,-1.2588314,585.52075
18497,EC,1,S02-EC,24,552,19.243568,58.838985,-1.2253054,363.0159
18498,DMT,0,S27-DMT,24,552,4.038281,15.70709,-1.5749246,179.01486
18499,DMT,0,S20-DMT,24,552,23.518158,98.203606,-1.2412494,1071.3777
18500,EC,1,S11-EC,24,552,41.045933,351.22128,-1.2615863,4809.8115
18501,EO,2,S20-EO,24,552,20.868563,172.6105,-1.4233658,1737.5721
18502,EO,2,S34-EO,24,552,51.131084,593.02783,-1.2849817,8237.652
18503,DMT,0,S33-DMT,24,552,15.379387,62.85978,-1.23242,653.79456
18504,EC,1,S21-EC,24,552,39.040806,190.6947,-1.2285051,1686.7981
18505,EC,1,S18-EC,24,552,7.5494037,65.6704,-1.5401564,909.21344
18506,EC,1,S04-EC,24,552,23.093567,91.5095,-1.2327816,923.11206
18507,DMT,0,S21-DMT,24,552,3.2978697,9.767097,-1.5184945,84.482376
18508,EC,1,S31-EC,24,552,3.4011676,9.887605,-1.544748,113.48889
18509,DMT,0,S29-DMT,24,552,23.489218,101.13015,-1.2335385,862.78723
18510,EO,2,S16-EO,24,552,12.500531,58.038857,-1.2976822,705.0458
18511,DMT,0,S33-DMT,24,552,19.164528,90.59445,-1.3386661,654.9837
18512,DMT,0,S20-DMT,24,552,115.48864,788.46027,-1.2333719,9549.785
18513,DMT,0,S27-DMT,24,552,15.037094,53.001293,-1.23915,550.9766
18514,DMT,0,S20-DMT,24,552,47.735584,314.74384,-1.2495975,3703.994
18515,EO,2,S26-EO,24,552,18.275932,60.772667,-1.2328461,427.22742
18516,DMT,0,S21-DMT,24,552,10.938291,94.092026,-1.5202652,1302.124
18517,EC,1,S07-EC,24,552,118.782234,1260.3007,-1.2293384,17390.174
18518,EO,2,S33-EO,24,552,5.0704513,13.243331,-1.3170872,96.56668
18519,EC,1,S04-EC,24,552,20.422693,133.8688,-1.2915831,1776.7786
18520,DMT,0,S15-DMT,24,552,13.461335,37.571445,-1.227212,214.09767
18521,DMT,0,S07-DMT,24,552,32.707073,149.80406,-1.2271595,1445.816
18522,EO,2,S01-EO,24,552,99.03495,965.31805,-1.2753494,13212.53
18523,EC,1,S16-EC,24,552,5.4597487,16.491535,-1.2438954,129.42021
18524,DMT,0,S15-DMT,24,552,5.4734826,27.9457,-1.4638464,362.40707
18525,EC,1,S11-EC,24,552,7.3462214,23.136099,-1.3101951,198.72043
18526,DMT,0,S05-DMT,24,552,9.096217,79.09962,-1.5675414,1093.1641
18527,EO,2,S30-EO,24,552,3.9424818,12.45348,-1.3962791,118.26205
18528,EO,2,S29-EO,24,552,8.8099165,81.18452,-1.5680499,1126.1885
18529,DMT,0,S27-DMT,24,552,12.934772,77.605,-1.2782393,1043.3748
18530,DMT,0,S30-DMT,24,552,20.304367,97.64137,-1.2620527,1128.5739
18531,EO,2,S27-EO,24,552,21.181755,78.502426,-1.2309853,798.33875
18532,DMT,0,S34-DMT,24,552,13.978,65.41231,-1.3026822,802.56445
18533,EO,2,S28-EO,24,552,10.692657,40.335682,-1.3359523,389.3557
18534,DMT,0,S29-DMT,24,552,25.08515,122.30134,-1.2408885,1248.4874
18535,EO,2,S23-EO,24,552,39.788204,268.60574,-1.266043,3094.3345
18536,DMT,0,S15-DMT,24,552,5.5387626,37.03133,-1.4598162,509.33798
18537,DMT,0,S18-DMT,24,552,2.7088947,6.7222753,-1.66916,72.26239
18538,EO,2,S08-EO-ICA-prune.set,24,552,6.6698165,18.674122,-1.3123784,155.3983
18539,EO,2,S20-EO,24,552,13.729881,73.85646,-1.284806,909.8426
18540,EC,1,S28-EC,24,552,15.815517,112.990685,-1.2690537,1486.0892
18541,DMT,0,S05-DMT,24,552,4.7340684,17.406906,-1.3154497,203.65643
18542,EO,2,S20-EO,24,552,2.7795384,6.448438,-1.4867243,59.165836
18543,DMT,0,S22-DMT,24,552,16.06233,94.37835,-1.2719605,1193.4506
18544,DMT,0,S34-DMT,24,552,16.393745,147.86127,-1.3879402,2027.8204
18545,DMT,0,S30-DMT,24,552,33.82658,213.46744,-1.2707434,2743.0498
18546,DMT,0,S20-DMT,24,552,12.153179,64.59157,-1.2816545,661.1175
18547,EO,2,S33-EO,24,552,41.87547,487.6747,-1.30361,6774.812
18548,DMT,0,S07-DMT,24,552,69.54018,692.8792,-1.2374142,9591.908
18549,EO,2,S07-EO,24,552,13.124913,53.20704,-1.256135,543.17334
18550,DMT,0,S04-DMT,24,552,6.208258,21.223814,-1.357406,243.89014
18551,DMT,0,S04-DMT,24,552,4.3609767,14.8204,-1.542733,134.7293
18552,EC,1,S02-EC,24,552,24.197092,103.724495,-1.215837,1262.9957
18553,DMT,0,S33-DMT,24,552,6.705978,20.37295,-1.2968608,155.23373
18554,EO,2,S28-EO,24,552,20.727518,119.85547,-1.2421119,1608.8159
18555,EC,1,S01-EC,24,552,2.5275729,7.483186,-1.5061365,68.63312
18556,EC,1,S27-EC,24,552,17.700813,65.213524,-1.2278593,546.83215
18557,EO,2,S34-EO,24,552,16.934896,115.78683,-1.311821,1532.6823
18558,EC,1,S07-EC,24,552,13.230508,45.281174,-1.2973412,458.1592
18559,EC,1,S01-EC,24,552,19.795977,109.27574,-1.2811326,1281.3396
18560,DMT,0,S16-DMT,24,552,55.85381,413.93307,-1.2276633,5451.9565
18561,DMT,0,S34-DMT,24,552,85.08697,1029.1885,-1.3341839,14298.93
18562,EO,2,S07-EO,24,552,16.219728,59.13724,-1.2770959,419.13818
18563,EC,1,S34-EC,24,552,17.571518,79.6436,-1.2570596,946.6273
18564,EC,1,S18-EC,24,552,6.705397,18.982765,-1.2828236,131.52504
18565,EC,1,S31-EC,24,552,20.666887,125.02429,-1.2669058,1600.8269
18566,EC,1,S02-EC,24,552,43.792904,243.39458,-1.2177647,3000.683
18567,DMT,0,S05-DMT,24,552,4.0135217,10.839164,-1.5202273,86.26823
18568,EC,1,S01-EC,24,552,3.9637384,18.90971,-1.6221745,249.55106
18569,EO,2,S28-EO,24,552,10.592221,43.73763,-1.2748566,374.4165
18570,DMT,0,S02-DMT,24,552,2.9870243,8.297169,-1.5819073,81.260216
18571,DMT,0,S34-DMT,24,552,12.495526,61.919724,-1.3191829,643.735
18572,DMT,0,S04-DMT,24,552,5.685988,21.133669,-1.2890105,194.2749
18573,EC,1,S21-EC,24,552,4.263219,20.457115,-1.5216911,268.25964
18574,DMT,0,S01-DMT,24,552,31.238764,199.61064,-1.2288023,2569.4553
18575,EC,1,S16-EC,24,552,7.7574573,34.44842,-1.3204603,333.68274
18576,DMT,0,S01-DMT,24,552,11.078362,44.1728,-1.2699894,397.08264
18577,DMT,0,S08-DMT,24,552,10.953517,76.09947,-1.2472196,1037.5413
18578,EO,2,S12-EO,24,552,9.983764,28.580427,-1.2835848,175.78741
18579,EC,1,S02-EC,24,552,46.433537,482.39618,-1.2419969,6695.4976
18580,EC,1,S02-EC,24,552,2.679922,7.2757244,-1.481745,85.48645
18581,EO,2,S20-EO,24,552,3.893956,11.628168,-1.5046278,106.0071
18582,DMT,0,S12-DMT,24,552,31.466612,249.42566,-1.2560062,3382.9912
18583,DMT,0,S13-DMT,24,552,21.87883,111.90409,-1.260497,1046.5942
18584,DMT,0,S12-DMT,24,552,52.680588,399.106,-1.2282635,5403.9277
18585,DMT,0,S15-DMT,24,552,3.4444923,7.8130226,-1.55701,46.28378
18586,DMT,0,S20-DMT,24,552,27.674347,306.89355,-1.3057954,4259.2246
18587,EO,2,S14-EO,24,552,6.1257405,19.709589,-1.330629,180.57793
18588,EC,1,S31-EC,24,552,44.556194,326.86606,-1.2386217,4398.7256
18589,DMT,0,S02-DMT,24,552,8.02831,46.288742,-1.4536631,522.93964
18590,EO,2,S30-EO,24,552,17.050089,119.881874,-1.3361058,1401.274
18591,EC,1,S14-EC,24,552,17.458794,75.35619,-1.2529396,773.883
18592,EC,1,S16-EC,24,552,5.997538,35.523705,-1.5224675,448.35776
18593,DMT,0,S05-DMT,24,552,8.247344,31.81359,-1.3165814,305.14774
18594,DMT,0,S15-DMT,24,552,10.284574,46.643955,-1.2775885,460.46143
18595,EC,1,S21-EC,24,552,78.45356,825.47894,-1.2293602,11453.638
18596,EC,1,S05-EC,24,552,28.391237,131.66508,-1.256147,1250.7394
18597,EO,2,S01-EO,24,552,3.6670349,12.027112,-1.5153471,118.82273
18598,EC,1,S31-EC,24,552,158.14131,1997.7577,-1.2226828,27761.512
18599,DMT,0,S08-DMT,24,552,17.758461,60.10059,-1.2288896,412.0242
18600,EO,2,S29-EO,24,552,2.3392255,4.999508,-1.4791831,47.73738
18601,EC,1,S07-EC,24,552,6.0628853,16.838287,-1.2861955,127.04273
18602,EO,2,S31-EO,24,552,4.529434,18.512262,-1.3831967,227.70634
18603,EC,1,S02-EC,24,552,6.9379764,24.969612,-1.2877218,224.06137
18604,EO,2,S33-EO,24,552,28.719881,176.89433,-1.228081,2336.8682
18605,EC,1,S01-EC,24,552,8.093589,34.36946,-1.3382832,335.87305
18606,EC,1,S26-EC,24,552,15.343663,133.46873,-1.2810603,1842.947
18607,DMT,0,S02-DMT,24,552,68.87154,717.63544,-1.309128,9734.29
18608,DMT,0,S30-DMT,24,552,2.5678031,5.7382174,-1.4091036,47.808933
18609,DMT,0,S04-DMT,24,552,6.7999377,16.95868,-1.2878283,110.428116
18610,EO,2,S13-EO,24,552,6.9342194,22.401987,-1.343282,197.214
18611,EC,1,S04-EC,24,552,7.6475697,25.519966,-1.3004224,255.90822
18612,DMT,0,S30-DMT,24,552,4.1461186,11.274384,-1.305257,111.35778
18613,EC,1,S22-EC,24,552,21.071339,150.57428,-1.2306116,2002.2822
18614,DMT,0,S07-DMT,24,552,37.806698,177.87695,-1.2549139,1583.4606
18615,EC,1,S18-EC,24,552,4.406796,23.254198,-1.5209508,305.73398
18616,EO,2,S26-EO,24,552,3.67575,11.0540495,-1.5554104,109.50417
18617,EO,2,S29-EO,24,552,5.7347884,21.813856,-1.2941558,276.85294
18618,DMT,0,S13-DMT,24,552,8.224606,38.445904,-1.2505352,363.13385
18619,EC,1,S18-EC,24,552,21.111788,149.86063,-1.3249936,2011.3009
18620,EC,1,S07-EC,24,552,22.52933,127.0938,-1.2366852,1623.8127
18621,DMT,0,S01-DMT,24,552,23.61666,162.37592,-1.2404085,2150.1304
18622,DMT,0,S18-DMT,24,552,17.964544,117.87813,-1.3032678,1549.431
18623,DMT,0,S15-DMT,24,552,2.7209625,9.042698,-1.4249474,106.61897
18624,EC,1,S11-EC,24,552,3.3393478,11.270178,-1.5234648,113.20315
18625,EO,2,S16-EO,24,552,28.54379,118.95578,-1.2542999,1101.3936
18626,DMT,0,S34-DMT,24,552,8.5675745,73.70829,-1.5309467,1012.73755
18627,EO,2,S28-EO,24,552,19.96031,87.10242,-1.2643583,941.43964
18628,EC,1,S31-EC,24,552,54.795715,398.66443,-1.234207,4377.9326
18629,EO,2,S31-EO,24,552,2.640749,8.005347,-1.5455413,100.83154
18630,EC,1,S28-EC,24,552,6.636898,20.086266,-1.3260232,197.34903
18631,EC,1,S02-EC,24,552,51.266705,534.24945,-1.2487658,7372.803
18632,EO,2,S07-EO,24,552,17.364475,61.698784,-1.2764434,516.3593
18633,DMT,0,S28-DMT,24,552,14.678937,63.507996,-1.2586848,741.815
18634,DMT,0,S16-DMT,24,552,15.076175,97.48804,-1.2827911,1311.7136
18635,EC,1,S05-EC,24,552,50.614376,388.54913,-1.244075,4821.6733
18636,EO,2,S01-EO,24,552,56.21574,604.3566,-1.2296758,8390.734
18637,DMT,0,S13-DMT,24,552,7.001226,27.702095,-1.3320181,294.7691
18638,DMT,0,S07-DMT,24,552,32.326366,205.48862,-1.277542,2140.5774
18639,DMT,0,S01-DMT,24,552,23.828278,84.42813,-1.232008,651.0576
